disease-id	disease-name	other-ids	parent-ids	disease-treenum	disease-synonyms	disease-category
MESH:C567477	Prostate Cancer, Hereditary, X-Linked 2	OMIM:300704	MESH:D011471|MESH:D040181	C04.588.945.440.770/C567477|C12.294.260.750/C567477|C12.294.565.625/C567477|C12.758.409.750/C567477|C16.320.322/C567477	HPCX2	Cancer|Genetic disease (inborn)|Urogenital disease (male)
MESH:C536887	Klippel Feil syndrome dominant type	OMIM:118100	MESH:D007714	C05.116.099.370.535/C536887|C05.660.551/C536887|C16.131.621.551/C536887	Cervical vertebral fusion, autosomal dominant|KFS|KFS1|KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMINANT|Klippel-Feil syndrome, autosomal dominant	Congenital abnormality|Musculoskeletal disease
OMIM:615849	CULLER-JONES SYNDROME		MESH:D054975	C04.445.622/615849|C04.588.614.250.195.885.500.299/615849|C05.660.585.600.374/615849|C10.228.140.211.885.500.299/615849|C10.228.140.617.477.299/615849|C10.551.240.250.700.500.249/615849|C16.131.077.690/615849|C16.131.621.585.600.374/615849	CJS|PALLISTER-HALL SYNDROME 2, FORMERLY|PHS2, FORMERLY	Cancer|Congenital abnormality|Musculoskeletal disease|Nervous system disease
MESH:C567649	Diamond-Blackfan Anemia 10	OMIM:613309	MESH:D029503	C15.378.071.085.080.090/C567649|C15.378.071.750.500/C567649|C15.378.190.196.080.090/C567649|C16.320.077.090/C567649	DBA10	Blood disease|Genetic disease (inborn)
MESH:D007565	Jaundice		MESH:D006932|MESH:D012877	C23.550.429.500|C23.888.885.375	Hemolytic Jaundice|Hemolytic Jaundices|Icterus|Jaundice, Hemolytic|Jaundices, Hemolytic	Pathology (process)|Signs and symptoms
MESH:D011017	Pneumonia, Lipid	DO:DOID:3241	MESH:D011015	C08.381.677.529.612|C08.730.610.529.612	Lipid Pneumonia|Lipid Pneumonias|Pneumonias, Lipid	Respiratory tract disease
MESH:C562564	Gallbladder, Agenesis Of		MESH:D000013	C16.131/C562564		Congenital abnormality
MESH:C537607	Rhizomelic chondrodysplasia punctata, type 2	OMIM:222765	MESH:D018902	C05.116.099.708.195.200/C537607|C16.320.565.663.265/C537607|C18.452.648.663.265/C537607	Chondrodysplasia punctata, rhizomelic, due to DHAPAT deficiency|Chondrodysplasia Punctata, Rhizomelic, Due To Dihydroxyacetonephosphate Acyltransferase Deficiency|DHAPAT deficiency|Dihydroxyacetonephosphate acyltransferase deficiency|Glyceronephosphate acyltransferase deficiency|Glyceronephosphate O-Acyltransferase Deficiency|GNPAT deficiency|Human dihydroxyacetonephosphate acyltransferase deficiency|Peroxisomal dihydroxyacetonephosphate acyltransferase deficiency|RCDP2|Type 2 rhizomelic chondrodysplasia punctata	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease
MESH:C566254	Arrhythmogenic Right Ventricular Dysplasia, Familial, 1	OMIM:107970	MESH:D019571	C14.240.400.145/C566254|C14.280.238.028/C566254|C14.280.400.145/C566254|C16.131.240.400.145/C566254	Arrhythmogenic Right Ventricular Cardiomyopathy 1|ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 1;ARVC1  UHL ANOMALY, INCLUDED|ARVD1|CARDIOMYOPATHY, RIGHT VENTRICULAR DILATED, INCLUDED	Cardiovascular disease|Congenital abnormality
MESH:C531816	Severe combined immunodeficiency due to adenosine deaminase deficiency	OMIM:102700	MESH:D000361|MESH:D016511	C15.378.147.142/C531816|C15.604.515.032/C531816|C16.614.815/C531816|C18.452.284.800/C531816|C20.673.088/C531816|C20.673.815/C531816	ADA Deficiency|ADA-SCID|Adenosine deaminase deficiency|Adenosine Deaminase Deficiency, Partial|ADENOSINE DEAMINASE DEFICIENCY, PARTIAL, INCLUDED|Adenosine Deaminase Deficient Severe Combined Immunodeficiency|Adenosine deaminase-deficient severe combined immunodeficiency disease|Agammaglobulinemia, Swiss type|Bubble boy disease|Delayed-Late-Onset Adenosine Deaminase Deficiency|Partial ADA Deficiency|PARTIAL ADA DEFICIENCY, INCLUDED|Partial adenosine deaminase deficiency|SCID1|SCID Due to ADA Deficiency|SCID Due to ADA Deficiency, Delayed Onset|SCID Due to ADA Deficiency, Early-Onset|SCID DUE TO ADA DEFICIENCY, EARLY-ONSET SCID DUE TO ADA DEFICIENCY, DELAYED ONSET, INCLUDED|SCID Due to ADA Deficiency, Late-Onset|SCID DUE TO ADA DEFICIENCY, LATE-ONSET, INCLUDED|Severe combined immunodeficiency, alymphocytotic type|Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, Nk Cell-Negative, Due To Adenosine Deaminase Deficiency	Blood disease|Immune system disease|Infant-newborn disease|Lymphatic disease|Metabolic disease
MESH:C567213	Deafness, Autosomal Recessive 1b	OMIM:612645	MESH:D006319	C09.218.458.341.887/C567213|C10.597.751.418.341.887/C567213|C23.888.592.763.393.341.887/C567213	DFNB1B	Ear-nose-throat disease|Nervous system disease|Signs and symptoms
MESH:D007239	Infection		MESH:D001423	C01.539	Infections	Bacterial infection or mycosis
MESH:C565726	Proopiomelanocortin Deficiency	OMIM:609734	MESH:D000309|MESH:D009765	C18.654.726.500/C565726|C19.053.500/C565726|C23.888.144.699.500/C565726	Obesity, Early-Onset, Adrenal Insufficiency, and Red Hair	Endocrine system disease|Nutrition disorder|Signs and symptoms
MESH:C537218	Saccharopinuria	OMIM:268700	MESH:D020167	C10.228.140.163.100.380/C537218|C16.320.565.100.544/C537218|C16.320.565.189.380/C537218|C18.452.132.100.380/C537218|C18.452.648.100.544/C537218|C18.452.648.189.380/C537218	Alpha-aminoadipic semialdehyde synthase deficiency|HYPERLYSINEMIA, TYPE II|Saccharopine dehydrogenase deficiency	Genetic disease (inborn)|Metabolic disease|Nervous system disease
MESH:D008048	Lip Neoplasms	DO:DOID:8564	MESH:D008047|MESH:D009062	C04.588.443.591.550|C07.465.409.640|C07.465.565.550	Cancer, Lip|Cancer of Lip|Cancer of the Lip|Cancers, Lip|Lip Cancer|Lip Cancers|Lip Neoplasm|Neoplasm, Lip|Neoplasms, Lip	Cancer|Mouth disease
MESH:C563439	Enuresis, Nocturnal, 2	OMIM:600808	MESH:D053206	C12.777.934.284.500/C563439|C13.351.968.934.252.500/C563439|F03.388.400.500/C563439	ENUR2	Mental disorder|Urogenital disease (female)|Urogenital disease (male)
MESH:D054506	Chloracne		MESH:D017486	C17.800.030.575	Acne, Chlorine|Acnes, Chlorine|Chloracnes|Chlorine Acne|Chlorine Acnes	Skin disease
MESH:C535819	Pseudoachondroplasia	OMIM:177170	MESH:D000130	C05.116.099.343.110/C535819|C05.116.099.708.017/C535819|C16.320.240.500/C535819	PSACH|Pseudoachondroplastic dysplasia|Pseudoachondroplastic spondyloepiphyseal dysplasia|Pseudoachondroplastic Spondyloepiphyseal Dysplasia Syndrome|Spondyloepiphyseal Dysplasia, Pseudoachondroplastic	Genetic disease (inborn)|Musculoskeletal disease
MESH:C566619	Exudative Vitreoretinopathy 4	OMIM:601813	MESH:D005128|MESH:D012164	C11.768/C566619|C11/C566619	Evr4	Eye disease
MESH:D015619	Respiratory System Abnormalities		MESH:D000013|MESH:D012140	C08.695|C16.131.740	Abnormalities, Respiratory System|Abnormality, Respiratory System|Respiratory System Abnormality|System Abnormalities, Respiratory|System Abnormality, Respiratory	Congenital abnormality|Respiratory tract disease
MESH:C562856	Cerebral Palsy, Ataxic, Autosomal Recessive	OMIM:605388	MESH:D001259|MESH:D002547|MESH:D030342	C10.228.140.140.254/C562856|C10.597.350.090/C562856|C16.320/C562856|C23.888.592.350.090/C562856	ACP|Ataxic Cerebral Palsy	Genetic disease (inborn)|Nervous system disease|Signs and symptoms
MESH:C563273	Hyperparathyroidism 2	OMIM:145001	MESH:D000236|MESH:D005350|MESH:D006961|MESH:D007573	C04.557.450.565.590.340/C563273|C04.557.470.035/C563273|C04.588.149.721.450/C563273|C05.116.231.754.450/C563273|C05.500.499/C563273|C07.320.515/C563273|C19.642.355/C563273	Familial Cystic Parathyroid Adenomatosis|Familial Primary Hyperparathyroidism with Multiple Ossifying Jaw Fibromas|Hereditary Hyperparathyroidism-Jaw Tumor Syndrome|Hpt-Jt|HRPT2|HYPERPARATHYROIDISM 2 WITH JAW TUMORS|Hyperparathyroidism, Familial Primary, with Multiple Ossifying Jaw Fibromas|Hyperparathyroidism-Jaw Tumor Syndrome|Hyperparathyroidism-Jaw Tumor Syndrome, Hereditary|HYPERPARATHYROIDISM-JAW TUMOR SYNDROME, HEREDITARY;HPT-JT PARATHYROID ADENOMATOSIS, FAMILIAL CYSTIC, INCLUDED	Cancer|Endocrine system disease|Mouth disease|Musculoskeletal disease
OMIM:615590	ALZHEIMER DISEASE 18	DO:DOID:0110050	MESH:D000544	C10.228.140.380.100/615590|C10.574.945.249/615590|F03.615.400.100/615590	AD18|ALZHEIMER DISEASE 18, LATE-ONSET	Mental disorder|Nervous system disease
MESH:C566907	Cardiomyopathy, Dilated, 1x	OMIM:611615	MESH:D002311	C14.280.195.160/C566907|C14.280.238.070/C566907	Cardiomyopathy, Dilated, With Mild or No Proximal Muscle Weakness|CMD1X	Cardiovascular disease
MESH:C565201	Prostate Cancer, Hereditary, 7	OMIM:610321	MESH:D011471	C04.588.945.440.770/C565201|C12.294.260.750/C565201|C12.294.565.625/C565201|C12.758.409.750/C565201	HPC7|Prostate Cancer Aggressiveness	Cancer|Urogenital disease (male)
OMIM:616052	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 7	DO:DOID:0050588|DO:DOID:0110295	MESH:D049288	C05.651.534.500.280/616052|C10.668.491.175.500.149/616052|C16.320.577.280/616052	LGMD2U|MDDGC7|MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2U	Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease
OMIM:612126	GLUT1 DEFICIENCY SYNDROME 2	DO:DOID:0090045	MESH:C564288|MESH:D004421	C10.228.662.300/C564288/612126|C10.597.350.300/612126|C23.888.592.350.300/612126	DYSTONIA 18|DYT18|GLUT1DS2|PAROXYSMAL EXERCISE-INDUCED DYSKINESIA WITH OR WITHOUT EPILEPSY AND/OR HEMOLYTIC ANEMIA|PAROXYSMAL EXERTION-INDUCED DYSTONIA WITH OR WITHOUT EPILEPSY AND/OR HEMOLYTIC ANEMIA|PED WITH OR WITHOUT EPILEPSY AND/OR HEMOLYTIC ANEMIA	Nervous system disease|Signs and symptoms
MESH:C564133	Ige Responsiveness, Atopic	OMIM:147050	MESH:D012130	C08.674/C564133|C20.543.480.680/C564133	ATOPIC HYPERSENSITIVITY, INCLUDED|ATOPY, SUSCEPTIBILITY TO, INCLUDED|IGEL|IgE, LEVEL OF|IGER|Ige Response Underlying Allergic Asthma and Rhinitis|IgE RESPONSE UNDERLYING ALLERGIC ASTHMA AND RHINITIS IgE, ELEVATED LEVEL OF, INCLUDED|Immunoglobulin E, Basic Level of, in Serum	Immune system disease|Respiratory tract disease
OMIM:613370	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10	DO:DOID:0111108	MESH:D003920	C18.452.394.750/613370|C19.246/613370	MODY10	Endocrine system disease|Metabolic disease
MESH:C563256	Corneal Dystrophy, Fleck	DO:DOID:0060448|OMIM:121850	MESH:D003317	C11.204.236/C563256|C11.270.162/C563256|C16.320.290.162/C563256	CFD|Corneal Dystrophy, Francois-Neetens Speckled or Flecked|FCD|Fleck Corneal Dystrophy	Eye disease|Genetic disease (inborn)
MESH:D007960	Leukocyte Disorders	DO:DOID:9500	MESH:D006402	C15.378.553	Disorder, Leukocyte|Disorders, Leukocyte|Leukocyte Disorder	Blood disease
MESH:D052439	Lipid Metabolism Disorders		MESH:D008659	C18.452.584	Lipid Metabolism Disorder|Metabolism Disorder, Lipid|Metabolism Disorders, Lipid	Metabolic disease
MESH:D011665	Pulmonary Valve Insufficiency	DO:DOID:14265	MESH:D006349	C14.280.484.660	Incompetence, Pulmonary Valve|Insufficiency, Pulmonary Valve|Pulmonary Regurgitation|Pulmonary Valve Incompetence|Pulmonary Valve Regurgitation|Regurgitation, Pulmonary|Regurgitation, Pulmonary Valve|Valve Incompetence, Pulmonary|Valve Insufficiency, Pulmonary|Valve Regurgitation, Pulmonary	Cardiovascular disease
MESH:C564052	Thrombocytopenia 1	OMIM:313900	MESH:D013921|MESH:D040181	C15.378.140.855/C564052|C16.320.322/C564052	THC|THC1|Thrombocytopenia, X-Linked|Thrombocytopenia, X-Linked, 1|THROMBOCYTOPENIA, X-LINKED, 1 THROMBOCYTOPENIA, X-LINKED, INTERMITTENT, INCLUDED|X-Linked Thrombocytopenia|XLT	Blood disease|Genetic disease (inborn)
OMIM:300244	TERMINAL OSSEOUS DYSPLASIA		MESH:D005532|MESH:D006228|MESH:D010009|MESH:D010859|MESH:D040181	C05.116.099.708/300244|C05.330.495/300244|C05.390.408/300244|C05.660.585.512.380/300244|C05.660.585.988.425/300244|C16.131.621.585.512.500/300244|C16.131.621.585.988.500/300244|C16.320.322/300244|C16.320.728/300244|C17.800.621/300244|C23.550.755/300244	ODPD|ODPF|ODPF SYNDROME|OSSEOUS DYSPLASIA, DIGITAL, WITH FACIAL PIGMENTARY DEFECTS AND MULTIPLE FRENULA|TERMINAL OSSEOUS DYSPLASIA AND PIGMENTARY DEFECTS|TOD|TODPD	Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease|Pathology (process)|Skin disease
MESH:D007896	Leishmaniasis	DO:DOID:9065	MESH:D012876|MESH:D056986	C03.752.300.500|C03.858.560|C17.800.838.775.560	Infection, Leishmania|Infections, Leishmania|Leishmania Infection|Leishmania Infections|Leishmaniases	Parasitic disease|Skin disease
OMIM:613646	METHYLMALONIC ACIDURIA, TRANSIENT, DUE TO TRANSCOBALAMIN RECEPTOR DEFECT	DO:DOID:0060741	MESH:C537358	C16.320.565.100/C537358/613646|C18.452.648.100/C537358/613646	METHYLMALONIC ACIDEMIA, TCblR TYPE	Genetic disease (inborn)|Metabolic disease
MESH:D018201	Nephroma, Mesoblastic	DO:DOID:4772|DO:DOID:4773	MESH:D007680|MESH:D018193	C04.557.435.600|C04.588.945.947.535.790|C12.758.820.750.372|C12.777.419.473.372|C13.351.937.820.535.790|C13.351.968.419.473.372	Congenital Mesoblastic Nephroma|Congenital Mesoblastic Nephromas|Mesoblastic Nephroma|Mesoblastic Nephroma, Congenital|Mesoblastic Nephromas, Congenital|Nephroma, Congenital Mesoblastic|Nephromas, Congenital Mesoblastic|Nephromas, Mesoblastic	Cancer|Urogenital disease (female)|Urogenital disease (male)
MESH:C565811	Generalized Epilepsy With Febrile Seizures Plus, Type 3	OMIM:611277	MESH:D003294|MESH:D004829	C10.228.140.490.375/C565811|C10.597.742.571/C565811|C23.888.592.742.571/C565811	FEB8, INCLUDED|GEFSP3|GEFS, Type 3|GEFS+, TYPE 3;GEFS+3 FEBRILE SEIZURES, FAMILIAL, 8, INCLUDED	Nervous system disease|Signs and symptoms
OMIM:615817	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 43	DO:DOID:0060308	MESH:D008607	C10.597.606.643/615817|C23.888.592.604.646/615817|F03.625.539/615817	MRT43	Mental disorder|Nervous system disease|Signs and symptoms
MESH:D020529	Multiple Sclerosis, Relapsing-Remitting	DO:DOID:2378	MESH:D009103	C10.114.375.500.600|C10.314.350.500.600|C20.111.258.250.500.600	Acute Relapsing Multiple Sclerosis|Multiple Sclerosis, Acute Relapsing|Multiple Sclerosis, Relapsing Remitting|Multiple Sclerosis, Remitting-Relapsing|Relapsing Remitting Multiple Sclerosis|Relapsing-Remitting Multiple Sclerosis|Remitting Relapsing Multiple Sclerosis|Remitting-Relapsing Multiple Sclerosis	Immune system disease|Nervous system disease
MESH:D013733	Testicular Diseases	DO:DOID:2519	MESH:D005832|MESH:D006058	C12.294.829|C19.391.829	Diseases, Testicular|Disease, Testicular|Testicular Disease	Endocrine system disease|Urogenital disease (male)
MESH:C536835	Glutathione synthetase deficiency	OMIM:266130	MESH:D000592	C16.320.565.100/C536835|C18.452.648.100/C536835	5-oxoprolinemia|5-oxoprolinuria|Deficiency of Glutathione Synthase|Deficiency of Glutathione Synthetase|GSSD|Pyroglutamic Acidemia|Pyroglutamic aciduria	Genetic disease (inborn)|Metabolic disease
MESH:C565826	Vohwinkel Syndrome, Variant Form	OMIM:604117	MESH:D012873	C16.320.850/C565826|C17.800.827/C565826	LORICRIN KERATODERMA|Mutilating Keratoderma with Ichthyosis|Vohwinkel Syndrome with Ichthyosis	Genetic disease (inborn)|Skin disease
MESH:D013352	Subcutaneous Emphysema		MESH:D004646	C23.550.325.500	Emphysemas, Subcutaneous|Emphysema, Subcutaneous|Subcutaneous Emphysemas	Pathology (process)
MESH:C566123	Cirrhosis, Familial	OMIM:215600	MESH:D008103|MESH:D030342	C06.552.630/C566123|C16.320/C566123	CIRRHOSIS, CRYPTOGENIC, INCLUDED|CIRRHOSIS, FAMILIAL, WITH PULMONARY HYPERTENSION, INCLUDED|CIRRHOSIS, NONCRYPTOGENIC, SUSCEPTIBILITY TO, INCLUDED|COPPER-OVERLOAD CIRRHOSIS, INCLUDED|COPPER TOXICOSIS, IDIOPATHIC, INCLUDED|ENDEMIC TYROLEAN INFANTILE CIRRHOSIS, INCLUDED|ETIC, INCLUDED|ICC, INCLUDED|ICT, INCLUDED|INDIAN CHILDHOOD CIRRHOSIS, INCLUDED|SEN SYNDROME, INCLUDED	Digestive system disease|Genetic disease (inborn)
MESH:C564926	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Recessive	OMIM:258450	MESH:D009886	C10.292.562.750/C564926|C10.597.622.447/C564926|C11.590.472/C564926|C23.888.592.636.447/C564926	PEOB1|Progressive External Ophthalmoplegia, Autosomal Recessive|PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 1|PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1	Eye disease|Nervous system disease|Signs and symptoms
MESH:D010235	Paraganglioma	DO:DOID:0050773|OMIM:168000	MESH:D018358	C04.557.465.625.650.700|C04.557.580.625.650.700	CAROTID BODY TUMORS|CBT1|CHEMODECTOMAS|Gangliocytic Paraganglioma|Gangliocytic Paragangliomas|GLOMUS JUGULARE TUMORS|GLOMUS TUMORS, FAMILIAL, 1|PARAGANGLIOMA, CAROTID BODY|Paraganglioma, Gangliocytic|Paragangliomas|Paragangliomas 1|Paragangliomas, Familial, 1|PARAGANGLIOMAS, FAMILIAL NONCHROMAFFIN, 1 PARAGANGLIOMAS WITH SENSORINEURAL HEARING LOSS, INCLUDED|Paragangliomas, Gangliocytic|Paragangliomata|PGL|PGL1	Cancer
OMIM:615084	MITOCHONDRIAL DNA DEPLETION SYNDROME 11	DO:DOID:0080129	MESH:D017240	C05.651.460/615084|C10.668.491.500/615084|C18.452.660.560/615084	MTDPS11	Metabolic disease|Musculoskeletal disease|Nervous system disease
OMIM:613881	CARDIOMYOPATHY, DILATED, 1HH	DO:DOID:0110448	MESH:D002311	C14.280.195.160/613881|C14.280.238.070/613881	CMD1HH	Cardiovascular disease
OMIM:601072	DEAFNESS, AUTOSOMAL RECESSIVE 8	DO:DOID:0110527	MESH:C563395|MESH:C565341	C09.218.458.341.887/C563395/601072|C09.218.458.341.887/C565341/601072|C10.597.751.418.341.887/C563395/601072|C10.597.751.418.341.887/C565341/601072|C23.888.592.763.393.341.887/C563395/601072|C23.888.592.763.393.341.887/C565341/601072	DEAFNESS, AUTOSOMAL RECESSIVE 10|DEAFNESS, CHILDHOOD-ONSET NEUROSENSORY, AUTOSOMAL RECESSIVE 8|DFNB10|DFNB8|NEUROSENSORY NONSYNDROMIC RECESSIVE DEAFNESS 8|NSRD8	Ear-nose-throat disease|Nervous system disease|Signs and symptoms
MESH:C537307	Spinocerebellar ataxia 8	OMIM:608768	MESH:D013132	C10.228.140.252.700/C537307|C10.228.854.787/C537307|C10.574.500.825/C537307|C16.320.400.780/C537307	SCA8	Genetic disease (inborn)|Nervous system disease
MESH:C563929	Mental Retardation, Autosomal Recessive 3	OMIM:608443	MESH:D008607	C10.597.606.643/C563929|C23.888.592.604.646/C563929|F03.625.539/C563929	MRT3	Mental disorder|Nervous system disease|Signs and symptoms
MESH:D014077	Tooth Erosion	DO:DOID:2498	MESH:D057085	C07.793.818.500	Erosions, Tooth|Erosion, Tooth|Tooth Erosions	Mouth disease
MESH:D019337	Hematologic Neoplasms	DO:DOID:2531	MESH:D006402|MESH:D009371	C04.588.448|C15.378.400	Hematological Malignancies|Hematological Malignancy|Hematological Neoplasm|Hematological Neoplasms|Hematologic Malignancies|Hematologic Malignancy|Hematologic Neoplasm|Hematopoietic Malignancies|Hematopoietic Malignancy|Hematopoietic Neoplasm|Hematopoietic Neoplasms|Malignancies, Hematologic|Malignancies, Hematological|Malignancies, Hematopoietic|Malignancy, Hematologic|Malignancy, Hematological|Malignancy, Hematopoietic|Neoplasm, Hematologic|Neoplasm, Hematological|Neoplasm, Hematopoietic|Neoplasms, Hematologic|Neoplasms, Hematological|Neoplasms, Hematopoietic	Blood disease|Cancer
MESH:D000753	Anemia, Refractory		MESH:D000740|MESH:D009190	C15.378.071.400|C15.378.190.625.062	Anemias, Refractory|Refractory Anemia|Refractory Anemias	Blood disease
MESH:D006973	Hypertension	DO:DOID:10763	MESH:D014652	C14.907.489	Blood Pressure, High|Blood Pressures, High|High Blood Pressure|High Blood Pressures	Cardiovascular disease
MESH:C566541	Febrile Convulsions, Familial, 2	OMIM:602477	MESH:D003294	C10.597.742.571/C566541|C23.888.592.742.571/C566541	Convulsions, Familial Febrile, 2|FEB2|FEBRILE SEIZURES, FAMILIAL, 2|Seizures, Familial Febrile, 2	Nervous system disease|Signs and symptoms
MESH:D000141	Acidosis, Renal Tubular	DO:DOID:14219|OMIM:179800	MESH:D000138|MESH:D015499	C12.777.419.815.093|C13.351.968.419.815.093|C16.320.565.861.093|C18.452.076.176.210|C18.452.648.861.093	Acidosis, Renal Tubular, Type I|Acidosis, Renal Tubular, Type II|Autosomal Dominant Distal Renal Tubular Acidosis|Classic Distal Renal Tubular Acidosis|Classic Type RTA|Classic Type RTAs|Distal Renal Tubular Acidosis|Gradient Type RTA|Gradient Type RTAs|Proximal Renal Tubular Acidosis|Proximal Type RTA|Proximal Type RTAs|Renal Tubular Acidosis|Renal Tubular Acidosis 1|Renal Tubular Acidosis, Distal, Autosomal Dominant|Renal Tubular Acidosis I|Renal Tubular Acidosis II|Renal Tubular Acidosis, Proximal|Renal Tubular Acidosis, Proximal, with Ocular Abnormalities|Renal Tubular Acidosis, Type I|Renal Tubular Acidosis, Type II|RTA, Classic Type|RTA, Distal Type, Autosomal Dominant|RTA, Gradient Type|RTA, Proximal Type|RTAs, Classic Type|RTAs, Gradient Type|RTAs, Proximal Type|Type II Renal Tubular Acidosis|Type I Renal Tubular Acidosis	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)
OMIM:613835	LEBER CONGENITAL AMAUROSIS 8	DO:DOID:0110079	MESH:D057130	C11.270.516/613835|C11.768.364/613835	LCA8	Eye disease
